model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,51161.67,2024-11-14,2025-01-29,Florida,271.5,0,97.1,7.0,5,158.2,585
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,75536.33,2024-05-18,2024-06-01,Colorado,401.7,0,67.4,8.6,5,164.8,590
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,57255.37,2024-08-22,2024-10-04,New Jersey,307.7,0,83.5,0.5,7,146.7,669
Tesla Model S,Performance,Pearl White,Electric,Automatic,113501.88,2025-01-02,2025-03-26,New Jersey,370.1,0,81.6,7.8,5,169.9,581
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,40517.24,2025-02-16,2025-03-25,Massachusetts,301.9,0,82.4,9.5,5,163.2,431
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,247610.84,2024-07-27,2024-08-22,Connecticut,547.4,0,98.7,4.4,5,145.7,602
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,88896.25,2024-05-22,2024-08-10,Connecticut,404.4,0,89.7,4.7,5,161.1,611
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,128908.83,2024-07-22,2024-10-04,New York,330.4,0,77.8,7.6,5,154.3,645
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,48249.15,2024-02-27,2024-05-13,Washington,269.7,0,89.5,6.8,5,154.8,463
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,57068.09,2024-09-23,2024-12-11,Nevada,286.3,0,95.5,10.0,7,165.1,887
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,79513.25,2025-02-07,2025-04-29,Florida,326.7,0,75.7,5.9,5,158.7,633
Tesla Model X,Long Range,Pearl White,Electric,Automatic,89826.5,2023-06-05,2023-08-30,Virginia,327.1,0,63.3,5.5,7,151.4,736
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,65607.97,2024-10-07,2024-12-24,New Jersey,322.6,0,68.3,3.5,7,169.1,518
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,44596.14,2023-12-10,2024-01-08,New Jersey,284.0,0,96.2,4.2,5,169.3,595
Tesla Model X,Plaid,Pearl White,Electric,Automatic,98279.38,2025-01-06,2025-01-26,California,341.7,0,94.6,6.6,7,163.0,610
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,101079.91,2024-04-28,2024-05-25,Massachusetts,326.3,0,74.5,6.3,7,140.8,496
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,123236.61,2023-06-11,2023-06-30,Florida,340.9,0,89.6,2.2,5,140.6,602
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,41707.96,2024-02-14,2024-05-10,Oregon,309.1,0,94.0,11.8,5,152.5,511
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,57299.78,2024-11-05,2024-12-08,New Jersey,486.8,0,94.2,10.8,5,150.1,515
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,51571.59,2025-01-15,2025-03-20,Oregon,422.9,0,64.5,9.2,5,169.9,485
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,135255.31,2023-06-16,2023-09-11,New York,334.0,0,77.6,4.6,7,152.0,874
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,44266.64,2025-01-04,2025-01-15,Connecticut,297.7,0,75.7,3.6,5,153.3,621
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,67810.37,2024-05-21,2024-07-15,Colorado,429.8,0,78.1,4.6,5,149.3,584
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,201664.52,2023-06-06,2023-08-13,Florida,401.1,0,78.6,9.3,5,149.4,478
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,243964.05,2023-04-17,2023-04-30,Virginia,544.4,0,72.9,11.3,5,148.3,452
Tesla Model X,Long Range,Pearl White,Electric,Automatic,89940.48,2023-09-05,2023-10-21,Texas,336.3,0,64.8,10.3,7,152.0,721
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,40503.67,2023-06-05,2023-06-09,Illinois,287.3,0,78.8,1.8,5,157.3,551
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,54065.71,2025-02-18,2025-05-01,Illinois,299.2,0,86.6,4.8,5,167.2,623
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,218209.2,2023-04-05,2023-04-17,Nevada,565.6,0,60.6,5.9,5,155.3,580
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,98979.65,2024-03-02,2024-04-11,Virginia,317.3,0,78.4,9.5,7,150.3,592
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,48122.28,2024-10-02,2024-12-28,Oregon,281.0,0,60.1,11.6,5,145.8,457
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,67788.36,2023-04-19,2023-06-24,Connecticut,263.0,0,76.0,7.4,7,152.7,810
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,62458.9,2024-11-03,2024-12-02,Nevada,355.9,0,84.8,6.1,5,140.1,490
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,233477.08,2023-10-03,2023-10-26,Massachusetts,535.1,0,79.2,9.0,5,147.7,508
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,126607.93,2024-09-02,2024-11-05,Maryland,337.9,0,78.4,3.2,7,152.8,565
Tesla Model S,Long Range,Solid Black,Electric,Automatic,120945.91,2023-09-08,2023-09-28,Nevada,398.2,0,98.1,6.1,5,169.5,526
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,54806.92,2025-03-02,2025-05-16,Oregon,410.4,0,61.7,11.9,5,140.7,487
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,61321.85,2023-12-25,2024-02-28,Illinois,270.2,0,83.2,11.8,5,145.8,490
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,50268.08,2024-02-06,2024-04-05,Texas,283.1,0,60.1,11.2,5,161.0,546
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,87702.47,2024-12-13,2025-01-08,Virginia,391.9,0,85.6,10.2,5,157.6,441
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,219229.77,2023-05-06,2023-06-12,New York,566.5,0,83.6,3.6,5,140.7,640
Tesla Roadster,Performance,Solid Black,Electric,Automatic,206317.32,2023-04-21,2023-05-08,Virginia,567.4,0,82.0,4.8,5,144.4,463
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,239866.89,2025-03-02,2025-04-23,Nevada,577.7,0,64.2,2.7,5,164.1,442
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,67892.2,2024-04-28,2024-06-22,Texas,362.9,0,78.7,4.8,5,155.5,438
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,46673.63,2023-04-08,2023-05-22,Florida,325.6,0,85.6,4.8,7,151.6,475
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,242375.65,2024-10-05,2024-11-26,Nevada,552.5,0,92.3,8.5,5,163.7,461
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,248448.77,2024-07-20,2024-09-20,Maryland,531.7,0,98.0,1.9,5,156.8,504
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,110814.56,2023-12-09,2024-03-01,California,326.8,0,98.8,8.4,7,158.4,524
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,50910.88,2024-02-28,2024-05-26,Florida,280.3,0,98.5,10.1,5,140.9,629
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,73032.71,2024-04-03,2024-05-13,Colorado,341.1,0,69.6,3.7,5,170.0,553
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,63015.31,2024-11-22,2025-01-27,Colorado,294.3,0,93.5,8.3,7,148.8,656
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,63275.41,2023-06-04,2023-06-18,Texas,303.5,0,77.4,7.0,7,152.8,634
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,54833.71,2024-11-06,2024-11-13,Florida,277.0,0,74.4,8.0,7,168.2,568
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,43277.36,2023-08-05,2023-10-06,Florida,305.3,0,72.9,11.9,5,165.9,587
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,64270.42,2024-02-04,2024-04-22,Texas,294.5,0,86.5,2.8,7,167.7,511
Tesla Model S,Plaid,Solid Black,Electric,Automatic,92913.99,2024-09-01,2024-11-29,New York,374.5,0,79.2,4.3,5,141.6,533
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,96113.8,2023-08-04,2023-10-24,Florida,327.1,0,84.8,6.0,5,146.0,545
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,72650.72,2024-08-26,2024-09-08,Texas,287.2,0,84.9,9.4,5,142.7,574
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,53305.41,2023-10-04,2023-11-06,Virginia,268.3,0,72.3,10.2,5,168.3,562
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,108624.2,2024-06-19,2024-07-14,Washington,362.2,0,91.7,3.5,5,166.4,563
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,91357.39,2023-12-18,2024-02-16,New York,398.1,0,61.5,5.3,5,141.0,587
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,39712.69,2024-06-05,2024-07-10,Colorado,313.3,0,64.3,6.4,5,162.5,429
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,232522.52,2024-03-18,2024-04-09,Nevada,556.9,0,62.7,4.9,5,163.9,569
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,114448.34,2024-07-16,2024-09-30,Nevada,381.0,0,100.0,0.6,5,156.0,444
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,41515.4,2024-03-04,2024-04-28,New York,312.0,0,93.2,6.5,5,158.2,576
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,87383.65,2023-09-14,2023-11-02,Connecticut,320.8,0,63.9,4.2,7,162.0,549
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,101057.61,2025-01-19,2025-01-24,New York,332.1,0,68.2,8.3,5,169.3,611
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,51013.7,2024-11-21,2024-12-28,Arizona,275.0,0,67.6,4.0,5,146.4,453
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,45931.37,2024-05-04,2024-06-29,Washington,324.9,0,81.4,10.1,5,157.2,441
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,223650.03,2023-09-17,2023-12-11,Maryland,528.4,0,73.9,7.9,5,150.8,637
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,56094.54,2024-03-20,2024-04-02,Massachusetts,291.1,0,72.8,6.9,5,160.6,584
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,205168.03,2024-06-12,2024-08-29,Illinois,553.6,0,84.1,10.8,5,160.4,605
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,63655.37,2025-03-11,2025-04-26,Massachusetts,280.9,0,96.8,11.8,7,169.0,704
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,96325.0,2023-07-02,2023-08-09,New York,399.2,0,68.8,0.5,5,150.6,643
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,44857.52,2023-07-03,2023-09-09,New Jersey,288.6,0,75.2,3.9,5,148.7,526
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,53862.17,2023-10-31,2023-11-03,Maryland,260.3,0,78.8,11.3,7,145.1,747
Tesla Model S,Performance,Solid Black,Electric,Automatic,93375.63,2024-03-08,2024-04-27,Virginia,365.9,0,82.1,4.6,5,168.1,525
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,66038.23,2024-11-06,2025-01-03,Oregon,314.8,0,77.4,5.6,7,154.4,712
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,101560.99,2023-03-25,2023-05-06,California,321.3,0,63.8,11.9,5,153.2,445
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,50005.13,2024-04-03,2024-06-17,Nevada,313.4,0,80.8,4.2,7,161.1,881
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,41457.6,2024-05-13,2024-06-14,Nevada,289.6,0,84.1,2.2,5,163.1,551
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,236776.68,2024-12-20,2025-01-23,Washington,610.0,0,68.7,3.4,5,154.4,639
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,227312.41,2024-04-08,2024-05-29,California,473.9,0,86.5,7.2,5,141.6,551
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,70466.43,2024-11-14,2025-01-28,Maryland,386.8,0,82.4,10.1,5,145.5,454
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,50008.44,2024-05-12,2024-07-16,Oregon,282.9,0,70.0,11.2,7,164.2,766
Tesla Model X,Plaid,Solid Black,Electric,Automatic,113092.2,2024-09-13,2024-10-06,Maryland,338.4,0,99.7,4.2,7,168.6,766
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,50463.18,2024-02-06,2024-04-02,Oregon,459.9,0,76.6,2.9,5,153.2,501
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,239904.62,2024-11-09,2024-12-16,Nevada,538.5,0,96.6,4.2,5,148.2,622
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,72123.98,2024-11-21,2025-01-26,Virginia,344.0,0,60.8,8.8,5,146.9,480
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,69209.26,2023-03-14,2023-05-22,New York,266.0,0,76.0,7.2,7,152.2,429
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,66728.47,2023-05-15,2023-06-24,Washington,313.7,0,74.9,10.2,7,146.2,588
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,55391.79,2023-11-12,2023-12-07,Connecticut,298.8,0,69.7,7.1,7,154.8,692
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,57903.79,2024-08-13,2024-09-24,Connecticut,261.5,0,79.3,3.9,7,160.9,730
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,75148.46,2024-12-05,2025-01-15,Nevada,432.7,0,100.0,4.0,5,141.0,551
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,57116.68,2024-12-27,2025-01-13,Virginia,341.0,0,92.2,7.1,5,163.5,599
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,54440.67,2024-06-09,2024-07-31,Arizona,305.2,0,90.6,1.8,7,163.4,502
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,69960.8,2024-09-13,2024-10-10,Colorado,308.6,0,80.7,2.1,7,167.8,440
Tesla Model X,Performance,Solid Black,Electric,Automatic,117204.14,2023-08-01,2023-09-07,Nevada,310.8,0,61.8,10.5,7,143.5,848
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,44286.7,2024-06-28,2024-07-06,New Jersey,312.2,0,90.3,1.1,5,158.0,615
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,104972.03,2025-01-07,2025-01-22,Connecticut,345.7,0,92.3,11.6,7,155.9,736
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,108294.82,2023-07-25,2023-08-13,Arizona,327.0,0,67.0,5.7,7,155.9,532
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,58055.86,2024-07-07,2024-09-18,Massachusetts,410.6,0,82.2,0.5,5,143.5,490
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,64716.32,2024-01-13,2024-04-04,Oregon,468.8,0,73.2,8.2,5,148.1,559
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,52328.16,2023-12-22,2024-02-22,Connecticut,396.6,0,76.9,5.7,5,143.4,552
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,245896.25,2024-07-11,2024-08-19,Maryland,574.3,0,87.4,4.1,5,144.2,520
Tesla Model S,Plaid,Pearl White,Electric,Automatic,86796.17,2023-12-30,2024-03-17,Virginia,328.3,0,83.8,1.7,5,152.5,466
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,231941.08,2023-10-25,2024-01-19,Nevada,567.1,0,92.0,9.2,5,142.2,510
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,200176.99,2024-04-12,2024-05-21,Washington,538.7,0,78.1,9.6,5,151.5,627
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,107894.15,2024-11-17,2025-01-19,Texas,383.9,0,99.5,7.9,5,163.5,466
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,40443.99,2024-01-17,2024-03-29,Nevada,295.8,0,94.0,6.0,5,164.8,577
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,45380.37,2023-06-20,2023-08-24,Massachusetts,296.5,0,82.6,7.1,7,160.9,728
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,103177.75,2024-09-02,2024-09-28,Arizona,379.8,0,89.8,7.0,5,149.4,524
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,52846.96,2023-08-11,2023-10-12,Maryland,460.2,0,83.9,9.3,5,147.3,616
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,87350.62,2024-02-22,2024-04-13,Colorado,332.0,0,64.2,8.1,7,156.3,605
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,116893.61,2023-08-04,2023-08-16,Washington,317.2,0,79.1,6.7,7,141.5,627
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,228045.53,2023-10-27,2024-01-24,Washington,483.0,0,86.6,1.5,5,145.3,454
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,205920.29,2023-06-06,2023-06-10,Washington,514.9,0,97.5,4.4,5,145.2,547
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,41564.0,2024-11-23,2024-12-10,New York,285.1,0,65.7,9.7,5,165.2,567
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,68611.07,2023-12-10,2024-02-16,Maryland,291.9,0,94.3,7.8,7,163.6,684
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,52860.77,2023-10-15,2023-11-09,Colorado,384.7,0,89.5,9.9,5,163.9,646
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,74533.71,2025-03-01,2025-03-31,California,379.7,0,90.8,5.1,5,146.7,461
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,52899.28,2025-01-14,2025-02-02,Massachusetts,328.3,0,83.3,10.3,7,163.2,701
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,65540.03,2024-01-19,2024-04-03,Connecticut,297.3,0,68.2,10.7,7,144.9,633
Tesla Model X,Performance,Pearl White,Electric,Automatic,133732.47,2023-05-28,2023-07-17,Texas,308.5,0,98.6,11.9,7,159.5,460
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,49322.17,2023-05-01,2023-05-15,Connecticut,320.0,0,65.8,7.4,7,159.0,813
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,112378.79,2024-03-16,2024-05-06,Oregon,376.8,0,83.0,5.7,5,146.0,623
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,234188.8,2024-08-19,2024-10-07,New York,530.5,0,79.2,2.7,5,148.7,559
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,46769.53,2023-09-09,2023-11-18,Colorado,281.2,0,96.3,9.7,7,166.8,850
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,42960.53,2024-07-20,2024-07-25,Oregon,295.4,0,77.1,1.4,5,164.3,518
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,46852.59,2024-02-12,2024-03-11,Maryland,261.0,0,84.7,4.6,7,144.4,797
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,108663.36,2023-06-11,2023-08-05,New Jersey,334.0,0,64.5,9.4,7,162.3,813
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,39752.72,2024-01-28,2024-03-17,Connecticut,287.6,0,82.4,8.8,5,156.5,528
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,234052.59,2023-11-22,2024-02-07,Colorado,404.6,0,77.6,7.1,5,165.2,563
Tesla Model X,Long Range,Solid Black,Electric,Automatic,119455.95,2024-02-21,2024-03-18,Massachusetts,334.2,0,60.0,1.1,7,159.9,787
Tesla Model S,Performance,Ultra Red,Electric,Automatic,102496.15,2024-04-16,2024-06-18,Nevada,393.6,0,87.1,12.0,5,154.2,446
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,58667.86,2023-03-31,2023-06-23,Texas,306.1,0,94.3,11.8,7,150.2,628
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,81918.61,2024-08-08,2024-08-14,Colorado,400.3,0,62.1,7.9,5,156.4,546
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,204004.22,2023-05-02,2023-05-07,Nevada,418.1,0,79.7,6.2,5,151.9,591
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,79225.21,2024-01-26,2024-03-15,New York,378.0,0,60.6,4.4,5,140.0,439
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,105909.94,2023-10-13,2023-11-17,Virginia,323.7,0,96.7,8.7,7,163.8,759
Tesla Model S,Performance,Ultra Red,Electric,Automatic,80798.76,2024-06-01,2024-07-29,Washington,349.1,0,84.3,4.1,5,168.6,460
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,234836.79,2024-08-02,2024-09-17,Oregon,411.3,0,87.3,6.0,5,155.3,519
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,52434.92,2024-08-18,2024-08-25,Connecticut,294.6,0,62.2,4.5,5,158.4,541
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,108529.5,2023-07-15,2023-10-09,Texas,320.2,0,62.1,3.2,7,147.8,507
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,51755.37,2024-08-12,2024-08-15,Florida,435.5,0,64.1,9.0,5,151.2,439
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,200850.08,2024-10-26,2024-11-17,Maryland,550.3,0,79.9,7.2,5,144.6,584
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,64726.33,2024-06-29,2024-07-01,Massachusetts,329.4,0,92.9,3.9,7,154.3,671
Tesla Model X,Performance,Ultra Red,Electric,Automatic,124859.7,2024-11-18,2025-02-09,Washington,323.4,0,64.3,6.3,7,168.3,772
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,89793.11,2024-06-13,2024-06-22,New Jersey,347.2,0,92.1,6.5,7,151.3,839
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,54036.6,2023-12-24,2024-01-30,Washington,299.1,0,82.5,8.7,7,157.1,833
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,137375.66,2025-03-04,2025-05-04,Nevada,339.0,0,67.5,8.0,7,143.4,432
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,55210.83,2024-01-10,2024-02-19,Virginia,273.4,0,98.4,3.6,7,140.7,472
Tesla Model S,Long Range,Pearl White,Electric,Automatic,85261.16,2023-03-27,2023-05-21,Maryland,339.4,0,93.7,2.0,5,146.0,522
Tesla Model X,Plaid,Pearl White,Electric,Automatic,110227.82,2023-05-17,2023-07-29,Virginia,314.5,0,82.1,7.3,7,142.3,488
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,112529.29,2023-07-11,2023-10-07,New York,326.0,0,72.0,2.6,7,160.9,573
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,45270.85,2025-02-18,2025-04-15,Oregon,289.9,0,66.2,8.8,7,155.7,880
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,67661.76,2024-05-26,2024-06-13,Nevada,475.7,0,94.0,1.9,5,165.8,647
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,60385.47,2024-10-23,2024-12-11,Illinois,266.5,0,88.5,11.0,7,150.9,695
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,39276.09,2024-01-22,2024-03-21,Virginia,299.2,0,94.7,0.7,5,150.8,646
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,98038.45,2023-12-25,2024-01-01,Arizona,370.4,0,100.0,11.8,5,160.8,431
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,92871.61,2025-01-12,2025-01-27,Texas,320.4,0,61.4,6.4,5,167.2,551
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,55182.19,2024-01-26,2024-02-21,Nevada,443.7,0,96.0,5.4,5,163.1,428
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,85529.13,2024-03-15,2024-05-10,Nevada,321.0,0,96.4,5.3,5,151.6,586
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,59643.69,2023-06-20,2023-07-05,Texas,324.3,0,86.0,5.4,7,154.7,478
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,72072.19,2023-04-14,2023-04-24,California,316.3,0,73.2,6.1,5,151.8,494
