model,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,seating_capacity,ground_clearance,boot_space
Lotus Emira,Midnight Silver Metallic,Oil,Automatic,98300.28,2024-07-02,2024-07-07,Nevada,237.0,6,161.1,454
Mercedes-AMG GT,Solid Black,Oil,Automatic,128587.59,2024-01-05,2024-03-25,Maryland,320.4,6,142.7,647
Jaguar F-Type,Midnight Silver Metallic,Oil,Automatic,93116.11,2024-01-05,2024-02-22,China,302.4,6,168.4,507
Aston Martin DBS,Pearl White,Oil,Automatic,312896.17,2025-02-15,2025-04-23,Massachusetts,318.2,6,157.0,454
Audi RS e-tron GT,Solid Black,Diesel,Automatic,175007.55,2023-09-12,2023-11-19,Italy,409.2,6,163.8,535
Maserati Ghibli,Pearl White,Diesel,Automatic,84889.21,2025-03-26,2025-06-02,South Korea,275.7,6,170.0,465
Audi RS7,Stealth Grey,Diesel,Automatic,145881.2,2024-02-22,2024-03-23,Nevada,286.6,6,145.0,555
Audi RS7,Ultra Red,Diesel,Automatic,126949.95,2023-07-28,2023-09-06,Japan,273.2,6,140.3,464
Pagani Huayra,Pearl White,Oil,Automatic,2992520.0,2024-05-01,2024-07-07,Virginia,369.9,6,143.1,460
Bentley Continental GT,Deep Blue Metallic,Diesel,Automatic,272992.74,2025-04-14,2025-04-29,New Jersey,292.7,6,148.1,566
Jaguar F-Type,Red Multi-Coat,Oil,Automatic,90423.45,2025-03-12,2025-05-27,Italy,272.2,6,157.0,625
McLaren 720S,Deep Blue Metallic,Diesel,Automatic,303191.73,2024-12-24,2025-02-02,South Korea,342.7,6,164.0,585
BMW M5 CS,Red Multi-Coat,Diesel,Automatic,160550.91,2024-12-06,2024-12-26,South Korea,299.5,6,149.4,579
Ferrari SF90,Midnight Silver Metallic,Oil,Automatic,472651.93,2023-12-02,2024-01-15,New Jersey,358.6,6,146.1,521
Bentley Continental GT,Stealth Grey,Diesel,Automatic,255356.58,2023-10-05,2023-12-13,New Jersey,320.3,6,151.7,493
Lotus Emira,Midnight Silver Metallic,Oil,Automatic,92747.45,2024-11-27,2025-02-02,New Jersey,247.2,6,162.5,521
Lamborghini Huracán,Red Multi-Coat,Oil,Automatic,217559.73,2024-12-18,2025-02-13,Japan,291.4,6,140.9,481
BMW M8,Ultra Red,Oil,Automatic,133193.48,2023-06-17,2023-09-10,Nevada,315.5,6,164.2,591
Audi RS7,Pearl White,Diesel,Automatic,125312.86,2023-08-05,2023-10-25,Connecticut,271.0,6,145.6,571
Aston Martin Vantage,Solid Black,Diesel,Automatic,173428.57,2024-11-04,2024-12-01,Colorado,281.4,6,143.3,571
Aston Martin Vantage,Stealth Grey,Oil,Automatic,162523.19,2025-05-22,2025-08-01,Nevada,275.4,6,163.2,518
Ferrari SF90,Stealth Grey,Oil,Automatic,504045.67,2024-12-13,2025-01-27,German,358.4,6,140.5,619
Audi RS7,Red Multi-Coat,Diesel,Automatic,133787.62,2023-09-03,2023-10-27,China,272.2,6,161.7,612
Maserati MC20,Midnight Silver Metallic,Diesel,Automatic,251096.39,2024-09-02,2024-09-10,Washington,317.6,6,145.7,599
Jaguar F-Type,Red Multi-Coat,Diesel,Automatic,91241.38,2024-10-08,2024-12-08,South Korea,262.3,6,148.9,550
Lexus LC 500,Pearl White,Oil,Automatic,115038.03,2024-06-06,2024-07-21,Maryland,325.4,6,141.0,462
Rolls-Royce Ghost,Solid Black,Oil,Automatic,411132.29,2023-11-11,2024-01-02,Colorado,350.2,6,169.6,540
BMW M8,Solid Black,Oil,Automatic,136716.64,2023-11-17,2023-11-26,South Korea,298.8,6,152.0,433
Bugatti Chiron,Ultra Red,Diesel,Automatic,2834334.95,2024-10-08,2024-12-04,Washington,411.8,6,141.0,644
Bentley Continental GT,Midnight Silver Metallic,Diesel,Automatic,223134.18,2023-07-05,2023-08-28,German,312.9,6,141.1,549
Porsche Cayman GT4,Solid Black,Diesel,Automatic,120487.07,2024-01-12,2024-04-09,Nevada,254.6,6,157.3,508
Lamborghini Huracán,Midnight Silver Metallic,Diesel,Automatic,214038.97,2024-05-08,2024-06-22,Connecticut,310.7,6,146.1,517
Bugatti Chiron,Midnight Silver Metallic,Oil,Automatic,3238948.52,2025-03-31,2025-05-21,Italy,352.9,6,162.1,622
Koenigsegg Jesko,Red Multi-Coat,Oil,Automatic,3078770.81,2023-10-04,2023-11-20,Japan,346.4,6,165.2,449
Pagani Huayra,Solid Black,Oil,Automatic,3151653.75,2025-03-30,2025-04-02,Washington,344.2,6,145.4,605
Bentley Continental GT,Pearl White,Diesel,Automatic,251613.32,2024-08-14,2024-09-17,Virginia,347.9,6,142.6,478
Porsche 911,Pearl White,Diesel,Automatic,155527.31,2024-07-22,2024-09-09,Nevada,339.5,6,143.3,614
Aston Martin DBS,Solid Black,Oil,Automatic,345703.99,2023-10-17,2023-10-20,Virginia,300.7,6,140.6,425
Maserati Ghibli,Solid Black,Oil,Automatic,91636.97,2024-12-05,2025-02-08,Maryland,267.3,6,159.6,569
Maserati Ghibli,Midnight Silver Metallic,Oil,Automatic,91215.01,2024-04-22,2024-06-15,New Jersey,262.6,6,152.5,601
BMW M8,Midnight Silver Metallic,Oil,Automatic,141162.18,2024-08-18,2024-10-27,Italy,295.1,6,155.0,568
Maserati MC20,Deep Blue Metallic,Oil,Automatic,242915.08,2023-11-29,2024-02-05,Italy,322.0,6,160.5,561
Range Rover Sport,Midnight Silver Metallic,Diesel,Automatic,96715.22,2023-06-08,2023-07-24,Maryland,275.9,6,160.9,492
BMW M5 CS,Red Multi-Coat,Oil,Automatic,146356.11,2024-04-29,2024-06-26,Nevada,286.8,6,154.0,642
Nissan GT-R,Red Multi-Coat,Diesel,Automatic,141567.55,2025-04-08,2025-04-20,Virginia,278.8,6,156.2,494
Range Rover Sport,Solid Black,Oil,Automatic,142341.88,2024-11-08,2025-01-17,New York,298.3,6,155.2,639
Lotus Emira,Solid Black,Diesel,Automatic,95165.12,2024-09-16,2024-11-16,Colorado,266.4,6,154.3,600
Rolls-Royce Ghost,Ultra Red,Diesel,Automatic,351065.81,2024-01-22,2024-02-28,New York,360.1,6,145.2,545
Koenigsegg Jesko,Solid Black,Diesel,Automatic,3306351.77,2024-05-19,2024-08-05,Nevada,356.5,6,142.0,635
Range Rover Sport,Solid Black,Diesel,Automatic,139426.98,2024-04-07,2024-06-26,France,263.6,6,161.5,455
Aston Martin DBS,Ultra Red,Oil,Automatic,328771.64,2025-01-14,2025-03-30,Italy,291.3,6,160.3,473
Lexus LC 500,Deep Blue Metallic,Diesel,Automatic,118787.54,2023-11-05,2023-11-08,Washington,296.4,6,155.7,503
Lamborghini Huracán,Ultra Red,Oil,Automatic,255094.67,2025-03-26,2025-04-25,Nevada,336.9,6,145.9,443
BMW M8,Stealth Grey,Oil,Automatic,154581.81,2025-05-15,2025-06-16,New Jersey,302.1,6,160.9,523
Aston Martin Vantage,Midnight Silver Metallic,Oil,Automatic,167203.97,2024-02-27,2024-05-16,German,271.7,6,160.7,483
Koenigsegg Jesko,Red Multi-Coat,Oil,Automatic,3149381.68,2024-03-09,2024-06-01,New Jersey,363.0,6,158.9,634
Alpine A110,Pearl White,Diesel,Automatic,68250.3,2024-07-08,2024-09-19,South Korea,191.2,6,152.0,529
Aston Martin DBS,Ultra Red,Diesel,Automatic,356435.18,2025-05-20,2025-06-25,France,329.7,6,162.0,426
Audi RS7,Midnight Silver Metallic,Oil,Automatic,136759.24,2024-02-01,2024-03-31,Connecticut,280.0,6,159.7,515
Alpine A110,Red Multi-Coat,Diesel,Automatic,83426.62,2024-12-17,2024-12-20,Colorado,180.6,6,163.0,588
McLaren 720S,Solid Black,Oil,Automatic,292452.23,2024-11-04,2024-11-08,Connecticut,340.7,6,149.3,593
Lamborghini Huracán,Pearl White,Oil,Automatic,219755.87,2024-07-13,2024-07-15,Italy,327.4,6,163.7,529
Lamborghini Huracán,Midnight Silver Metallic,Diesel,Automatic,257013.5,2025-02-25,2025-04-10,Colorado,333.1,6,164.0,436
Lotus Emira,Pearl White,Oil,Automatic,87276.56,2024-01-08,2024-04-03,Italy,273.2,6,156.2,501
Bentley Continental GT,Red Multi-Coat,Oil,Automatic,220374.8,2025-02-25,2025-05-09,Nevada,333.0,6,155.7,622
Alpine A110,Stealth Grey,Oil,Automatic,82289.14,2023-12-31,2024-03-07,Virginia,210.5,6,165.7,454
Maserati Ghibli,Stealth Grey,Diesel,Automatic,80281.88,2025-04-04,2025-05-23,New Jersey,290.6,6,157.5,446
Bentley Continental GT,Ultra Red,Oil,Automatic,234034.18,2025-01-14,2025-03-23,Italy,296.0,6,152.5,641
McLaren 720S,Ultra Red,Oil,Automatic,318408.82,2023-11-21,2023-11-29,South Korea,356.5,6,168.8,594
Rolls-Royce Ghost,Ultra Red,Diesel,Automatic,407705.4,2023-12-22,2024-02-25,Virginia,331.9,6,156.5,507
Alpine A110,Deep Blue Metallic,Oil,Automatic,70569.07,2023-12-09,2023-12-13,Connecticut,196.1,6,155.7,512
Porsche Cayman GT4,Midnight Silver Metallic,Oil,Automatic,117162.3,2023-07-14,2023-08-09,China,261.4,6,163.6,466
Lexus LC 500,Midnight Silver Metallic,Oil,Automatic,106761.67,2024-02-24,2024-05-09,Maryland,325.0,6,151.2,516
Lotus Emira,Ultra Red,Diesel,Automatic,95325.23,2023-12-08,2024-02-03,Japan,269.3,6,165.6,633
Nissan GT-R,Stealth Grey,Diesel,Automatic,117126.23,2023-09-01,2023-11-18,Japan,306.0,6,163.4,429
Audi RS e-tron GT,Solid Black,Diesel,Automatic,170165.35,2024-12-19,2025-02-03,Nevada,363.6,6,166.8,637
Lexus LC 500,Solid Black,Oil,Automatic,96659.73,2023-09-04,2023-11-13,Maryland,294.7,6,154.9,433
BMW M5 CS,Pearl White,Diesel,Automatic,143857.01,2024-03-29,2024-04-20,France,292.9,6,157.7,633
Mercedes-AMG GT,Solid Black,Diesel,Automatic,125206.85,2023-09-16,2023-11-28,South Korea,311.9,6,162.1,575
BMW M8,Deep Blue Metallic,Oil,Automatic,155784.72,2024-11-30,2024-12-25,Japan,300.0,6,162.5,541
BMW M5 CS,Solid Black,Oil,Automatic,151169.57,2025-02-18,2025-03-18,German,284.5,6,167.3,451
BMW M8,Solid Black,Diesel,Automatic,142920.87,2023-12-13,2024-02-13,Virginia,348.5,6,147.5,581
BMW M5 CS,Solid Black,Diesel,Automatic,146900.76,2025-01-27,2025-03-06,Nevada,292.4,6,161.3,579
McLaren 720S,Deep Blue Metallic,Oil,Automatic,298970.12,2024-10-13,2024-11-07,China,326.9,6,169.6,640
Audi RS7,Pearl White,Diesel,Automatic,145062.59,2024-07-10,2024-08-13,Italy,289.3,6,147.4,426
Lotus Emira,Deep Blue Metallic,Oil,Automatic,96611.13,2024-10-30,2024-12-02,Colorado,245.5,6,166.2,430
McLaren 720S,Midnight Silver Metallic,Oil,Automatic,310962.51,2024-02-24,2024-04-23,Italy,344.8,6,154.7,526
Rolls-Royce Ghost,Deep Blue Metallic,Oil,Automatic,437034.65,2024-01-01,2024-02-09,Italy,342.4,6,142.0,524
Porsche Cayman GT4,Deep Blue Metallic,Diesel,Automatic,114614.02,2025-01-04,2025-03-01,Japan,243.9,6,168.6,465
Maserati Ghibli,Ultra Red,Oil,Automatic,94985.47,2024-05-28,2024-08-20,Massachusetts,262.8,6,158.0,583
Porsche Cayman GT4,Stealth Grey,Diesel,Automatic,110435.05,2024-01-20,2024-04-12,South Korea,269.7,6,162.6,452
Porsche 911,Solid Black,Oil,Automatic,205563.45,2024-10-15,2024-12-12,Washington,287.1,6,163.2,598
McLaren 720S,Solid Black,Diesel,Automatic,300588.39,2025-04-17,2025-07-02,German,355.7,6,145.6,435
Rolls-Royce Ghost,Midnight Silver Metallic,Oil,Automatic,380238.54,2024-10-12,2024-12-06,Maryland,320.9,6,161.1,558
Pagani Huayra,Midnight Silver Metallic,Oil,Automatic,3036671.05,2025-01-01,2025-02-27,Maryland,349.3,6,144.2,614
Bugatti Chiron,Solid Black,Oil,Automatic,2898440.73,2024-10-18,2025-01-05,Connecticut,414.6,6,167.2,522
Pagani Huayra,Ultra Red,Oil,Automatic,3079770.43,2023-11-11,2024-01-02,Connecticut,365.8,6,167.7,600
Audi RS7,Solid Black,Diesel,Automatic,142975.52,2023-10-17,2023-12-04,China,301.3,6,159.8,538
Bentley Continental GT,Deep Blue Metallic,Diesel,Automatic,254485.1,2025-03-09,2025-05-16,Virginia,339.3,6,158.3,486
Bentley Continental GT,Pearl White,Oil,Automatic,234118.37,2024-03-06,2024-03-11,Italy,305.2,6,141.5,481
Ferrari SF90,Solid Black,Oil,Automatic,505243.35,2023-09-28,2023-11-11,Massachusetts,378.2,6,148.1,475
Bentley Continental GT,Deep Blue Metallic,Diesel,Automatic,259395.78,2023-08-04,2023-09-19,Connecticut,343.2,6,142.2,460
BMW M5 CS,Deep Blue Metallic,Oil,Automatic,141115.25,2024-06-25,2024-08-13,Nevada,291.9,6,144.0,536
Nissan GT-R,Ultra Red,Diesel,Automatic,119856.68,2024-11-07,2025-01-22,China,293.3,6,168.7,464
Range Rover Sport,Ultra Red,Diesel,Automatic,99122.42,2024-08-29,2024-10-27,Nevada,274.4,6,159.8,482
Bugatti Chiron,Stealth Grey,Oil,Automatic,3398911.69,2023-12-11,2024-01-07,Massachusetts,354.6,6,143.0,525
Bugatti Chiron,Pearl White,Diesel,Automatic,2883268.14,2023-05-28,2023-05-30,New Jersey,384.3,6,163.2,486
Maserati MC20,Midnight Silver Metallic,Oil,Automatic,232267.48,2024-10-19,2024-12-30,German,352.3,6,162.9,568
Koenigsegg Jesko,Midnight Silver Metallic,Oil,Automatic,3259155.31,2024-02-09,2024-03-08,New York,374.0,6,154.4,536
Porsche 911,Ultra Red,Diesel,Automatic,225154.32,2025-05-14,2025-06-07,Japan,309.7,6,152.2,465
Maserati MC20,Red Multi-Coat,Diesel,Automatic,259738.23,2024-04-04,2024-06-14,Maryland,314.0,6,169.3,456
Audi RS e-tron GT,Deep Blue Metallic,Diesel,Automatic,172747.95,2025-03-20,2025-05-31,Virginia,334.5,6,169.5,577
Lamborghini Huracán,Stealth Grey,Diesel,Automatic,296384.53,2024-04-04,2024-04-28,South Korea,322.5,6,157.0,445
Lexus LC 500,Pearl White,Diesel,Automatic,118338.59,2023-08-12,2023-11-09,New York,293.1,6,166.4,588
Bugatti Chiron,Deep Blue Metallic,Oil,Automatic,2568467.72,2024-01-20,2024-03-19,China,396.6,6,144.3,514
Mercedes-AMG GT,Solid Black,Diesel,Automatic,149020.23,2024-07-18,2024-09-11,Japan,319.2,6,148.0,645
Porsche 911,Red Multi-Coat,Oil,Automatic,192636.33,2025-04-02,2025-06-10,Maryland,325.2,6,155.4,568
Maserati Ghibli,Ultra Red,Diesel,Automatic,90306.04,2023-06-03,2023-08-21,Massachusetts,291.8,6,140.4,620
Bentley Continental GT,Pearl White,Oil,Automatic,224574.18,2024-04-18,2024-05-01,Virginia,315.6,6,163.6,562
Bugatti Chiron,Solid Black,Oil,Automatic,3107109.83,2023-10-27,2024-01-10,South Korea,392.3,6,145.7,443
Maserati Ghibli,Pearl White,Diesel,Automatic,92843.29,2024-01-11,2024-02-01,New Jersey,259.9,6,168.7,441
Mercedes-AMG GT,Stealth Grey,Diesel,Automatic,146765.23,2024-05-07,2024-05-14,China,329.6,6,152.4,541
Ferrari SF90,Stealth Grey,Diesel,Automatic,505613.42,2023-11-18,2023-11-19,Washington,361.8,6,162.2,497
Aston Martin Vantage,Ultra Red,Diesel,Automatic,179887.21,2024-01-12,2024-04-10,Maryland,275.4,6,163.8,539
Aston Martin Vantage,Ultra Red,Oil,Automatic,178357.01,2023-11-07,2024-01-29,Nevada,272.9,6,154.6,450
Audi RS7,Red Multi-Coat,Diesel,Automatic,140351.53,2024-04-10,2024-04-24,France,284.2,6,149.9,584
Alpine A110,Midnight Silver Metallic,Diesel,Automatic,74044.4,2025-01-05,2025-03-11,New York,203.3,6,147.8,575
Maserati Ghibli,Red Multi-Coat,Oil,Automatic,82446.75,2024-06-13,2024-07-04,South Korea,293.5,6,168.8,631
Aston Martin DBS,Midnight Silver Metallic,Diesel,Automatic,352832.26,2024-12-16,2025-02-02,Japan,337.5,6,149.0,578
Porsche Cayman GT4,Solid Black,Oil,Automatic,108856.06,2023-10-03,2023-12-14,Japan,266.4,6,145.5,537
Koenigsegg Jesko,Red Multi-Coat,Oil,Automatic,3424042.94,2024-10-31,2024-11-09,South Korea,378.6,6,165.0,487
Lamborghini Huracán,Midnight Silver Metallic,Oil,Automatic,235802.86,2025-04-29,2025-07-18,German,335.6,6,154.0,557
Jaguar F-Type,Pearl White,Diesel,Automatic,92034.97,2023-09-01,2023-11-23,Colorado,299.3,6,145.5,533
Rolls-Royce Ghost,Solid Black,Oil,Automatic,371737.28,2024-08-21,2024-11-19,Italy,328.7,6,144.3,445
Maserati Ghibli,Midnight Silver Metallic,Oil,Automatic,79080.81,2025-01-30,2025-04-01,South Korea,260.3,6,157.5,493
Pagani Huayra,Red Multi-Coat,Diesel,Automatic,2992037.91,2025-01-24,2025-03-06,Washington,340.9,6,162.2,511
BMW M5 CS,Ultra Red,Diesel,Automatic,155416.86,2023-11-21,2023-12-22,South Korea,293.8,6,153.0,550
Nissan GT-R,Red Multi-Coat,Oil,Automatic,122918.7,2025-03-06,2025-03-17,New York,313.0,6,151.3,540
Lamborghini Huracán,Solid Black,Oil,Automatic,219234.87,2023-11-20,2023-11-21,South Korea,328.4,6,143.4,466
Nissan GT-R,Midnight Silver Metallic,Oil,Automatic,141670.06,2025-01-02,2025-01-15,German,309.4,6,162.1,597
Nissan GT-R,Midnight Silver Metallic,Oil,Automatic,117148.73,2023-06-20,2023-07-23,France,286.4,6,144.4,642
Porsche 911,Stealth Grey,Diesel,Automatic,174076.19,2024-05-24,2024-07-18,France,285.5,6,158.6,581
BMW M8,Midnight Silver Metallic,Diesel,Automatic,153794.9,2024-04-20,2024-05-03,Washington,296.2,6,161.5,636
Nissan GT-R,Red Multi-Coat,Diesel,Automatic,144451.46,2024-06-17,2024-08-07,Massachusetts,298.7,6,163.1,592
BMW M5 CS,Solid Black,Oil,Automatic,147100.0,2023-10-10,2023-11-03,Japan,292.3,6,150.3,483
BMW M8,Deep Blue Metallic,Diesel,Automatic,138558.72,2025-03-18,2025-05-05,France,317.7,6,165.6,534
Pagani Huayra,Ultra Red,Oil,Automatic,3044146.44,2024-04-01,2024-05-21,Maryland,376.0,6,152.2,630
Audi RS e-tron GT,Stealth Grey,Oil,Automatic,175111.52,2024-03-25,2024-06-16,Maryland,340.3,6,148.5,622
Aston Martin Vantage,Solid Black,Diesel,Automatic,159361.64,2025-01-02,2025-02-12,Japan,292.7,6,141.5,464
Nissan GT-R,Midnight Silver Metallic,Diesel,Automatic,129012.65,2023-07-29,2023-09-03,Washington,296.4,6,149.6,492
Range Rover Sport,Midnight Silver Metallic,Oil,Automatic,129950.84,2023-06-07,2023-07-10,France,256.6,6,151.5,507
Range Rover Sport,Deep Blue Metallic,Oil,Automatic,112483.35,2023-08-23,2023-11-12,Colorado,262.2,6,169.5,517
Koenigsegg Jesko,Ultra Red,Oil,Automatic,3082247.49,2024-08-19,2024-11-06,Virginia,364.6,6,140.5,596
Range Rover Sport,Solid Black,Diesel,Automatic,121134.85,2024-06-14,2024-06-18,Washington,255.8,6,167.2,491
Audi RS e-tron GT,Stealth Grey,Diesel,Automatic,171850.83,2024-10-15,2024-12-05,Massachusetts,411.5,6,157.3,585
BMW M5 CS,Red Multi-Coat,Diesel,Automatic,169877.33,2025-03-09,2025-04-19,Massachusetts,294.1,6,141.3,456
Maserati Ghibli,Red Multi-Coat,Oil,Automatic,94694.17,2023-11-16,2023-12-16,New Jersey,259.2,6,162.1,526
Lexus LC 500,Deep Blue Metallic,Oil,Automatic,118925.72,2025-03-16,2025-05-13,Colorado,272.1,6,149.6,587
Bugatti Chiron,Deep Blue Metallic,Diesel,Automatic,2722879.8,2024-04-23,2024-07-22,Washington,360.5,6,165.1,616
Porsche Cayman GT4,Stealth Grey,Diesel,Automatic,113086.17,2025-04-14,2025-05-01,South Korea,273.5,6,153.5,441
Pagani Huayra,Deep Blue Metallic,Diesel,Automatic,3068541.9,2023-08-25,2023-10-16,Japan,355.8,6,147.0,633
Bugatti Chiron,Pearl White,Diesel,Automatic,3182243.14,2024-07-02,2024-08-24,German,356.5,6,164.4,511
Rolls-Royce Ghost,Ultra Red,Oil,Automatic,439389.36,2023-05-29,2023-08-24,China,329.4,6,157.2,477
Lexus LC 500,Midnight Silver Metallic,Oil,Automatic,118287.52,2024-02-02,2024-05-02,Connecticut,327.6,6,154.5,592
Lamborghini Huracán,Midnight Silver Metallic,Diesel,Automatic,267283.06,2024-08-19,2024-10-09,France,338.3,6,168.7,567
Porsche 911,Ultra Red,Diesel,Automatic,194898.58,2025-02-09,2025-04-29,German,295.5,6,146.5,547
Pagani Huayra,Stealth Grey,Diesel,Automatic,3039841.76,2024-02-08,2024-04-08,German,369.9,6,169.8,522
Maserati MC20,Ultra Red,Diesel,Automatic,268235.25,2024-06-25,2024-07-28,Japan,368.1,6,156.4,440
Ferrari SF90,Stealth Grey,Oil,Automatic,520606.15,2024-09-29,2024-11-25,New York,353.8,6,145.9,503
Maserati MC20,Stealth Grey,Oil,Automatic,243638.86,2023-05-31,2023-07-30,New York,323.5,6,147.3,545
Ferrari SF90,Ultra Red,Oil,Automatic,485912.37,2024-10-09,2024-10-26,China,379.8,6,140.8,644
Bugatti Chiron,Red Multi-Coat,Oil,Automatic,2616157.49,2024-02-28,2024-04-08,China,416.3,6,156.5,509
Lamborghini Huracán,Pearl White,Diesel,Automatic,280618.0,2025-03-10,2025-05-05,New York,301.2,6,168.0,496
Alpine A110,Deep Blue Metallic,Oil,Automatic,84996.49,2024-07-10,2024-08-20,Massachusetts,203.3,6,169.9,602
Alpine A110,Ultra Red,Diesel,Automatic,67059.17,2025-03-07,2025-05-04,China,204.7,6,154.3,476
Alpine A110,Deep Blue Metallic,Diesel,Automatic,78532.14,2024-11-11,2024-11-12,Connecticut,203.9,6,168.8,557
Alpine A110,Midnight Silver Metallic,Oil,Automatic,71441.57,2023-08-31,2023-10-21,France,196.5,6,148.5,617
Lotus Emira,Red Multi-Coat,Diesel,Automatic,104440.27,2025-05-12,2025-06-02,New Jersey,269.1,6,170.0,567
Rolls-Royce Ghost,Midnight Silver Metallic,Oil,Automatic,363495.64,2023-10-12,2023-10-27,Massachusetts,329.6,6,147.6,467
Bentley Continental GT,Deep Blue Metallic,Diesel,Automatic,257497.79,2023-07-06,2023-09-08,German,314.8,6,145.7,587
Koenigsegg Jesko,Red Multi-Coat,Oil,Automatic,3141484.89,2025-03-26,2025-05-11,Japan,340.3,6,148.7,515
Alpine A110,Stealth Grey,Oil,Automatic,72619.43,2024-08-01,2024-09-22,Massachusetts,182.6,6,168.1,488
Lotus Emira,Red Multi-Coat,Diesel,Automatic,99880.72,2024-06-27,2024-09-15,Massachusetts,272.5,6,144.3,542
BMW M8,Stealth Grey,Oil,Automatic,145941.75,2024-02-13,2024-03-14,New York,299.4,6,167.3,626
Ferrari SF90,Stealth Grey,Diesel,Automatic,466390.23,2025-02-05,2025-05-05,Washington,362.8,6,154.5,580
Maserati MC20,Solid Black,Diesel,Automatic,271525.6,2024-08-10,2024-09-01,Virginia,335.2,6,165.7,485
Rolls-Royce Ghost,Red Multi-Coat,Diesel,Automatic,433758.77,2024-06-18,2024-08-06,France,341.1,6,160.9,487
Lexus LC 500,Solid Black,Diesel,Automatic,105310.95,2023-10-02,2023-11-16,China,309.8,6,156.2,607
Bugatti Chiron,Ultra Red,Diesel,Automatic,3446540.91,2024-09-18,2024-10-28,Nevada,360.1,6,159.4,511
Jaguar F-Type,Deep Blue Metallic,Oil,Automatic,78625.05,2024-01-13,2024-02-09,Italy,280.7,6,146.5,429
Audi RS7,Stealth Grey,Diesel,Automatic,130533.75,2024-07-03,2024-07-15,New Jersey,302.5,6,156.9,643
McLaren 720S,Ultra Red,Oil,Automatic,313468.59,2024-11-22,2025-01-28,Colorado,317.7,6,169.7,515
Porsche Cayman GT4,Solid Black,Oil,Automatic,114556.5,2023-09-12,2023-10-27,South Korea,268.3,6,168.2,510
Maserati MC20,Red Multi-Coat,Diesel,Automatic,241586.77,2024-05-31,2024-06-09,China,336.0,6,140.2,461
Audi RS e-tron GT,Deep Blue Metallic,Oil,Automatic,172776.2,2023-08-09,2023-11-05,Japan,349.5,6,143.9,511
Aston Martin DBS,Deep Blue Metallic,Diesel,Automatic,347765.3,2024-11-19,2025-01-30,Maryland,299.0,6,158.6,527
Lotus Emira,Ultra Red,Diesel,Automatic,103185.65,2025-03-22,2025-06-18,Virginia,227.3,6,150.2,615
Lamborghini Huracán,Solid Black,Diesel,Automatic,220407.83,2024-02-23,2024-02-25,Washington,292.9,6,166.0,554
Aston Martin Vantage,Midnight Silver Metallic,Diesel,Automatic,155042.68,2023-06-08,2023-08-03,Connecticut,285.4,6,166.4,627
Nissan GT-R,Red Multi-Coat,Diesel,Automatic,121983.28,2024-12-17,2025-01-22,Nevada,285.2,6,144.2,617
Lexus LC 500,Ultra Red,Oil,Automatic,118332.81,2024-09-22,2024-11-12,New Jersey,295.0,6,167.2,545
Maserati Ghibli,Solid Black,Oil,Automatic,86826.29,2025-03-05,2025-04-05,Maryland,285.7,6,140.9,488
Lexus LC 500,Stealth Grey,Oil,Automatic,96779.7,2023-10-25,2023-11-09,France,280.2,6,156.0,601
Lotus Emira,Stealth Grey,Oil,Automatic,100817.45,2024-03-09,2024-05-19,France,258.0,6,141.3,602
Lexus LC 500,Pearl White,Oil,Automatic,98241.26,2025-01-24,2025-04-01,German,277.1,6,146.7,450
Mercedes-AMG GT,Ultra Red,Oil,Automatic,135811.97,2024-09-10,2024-11-13,Colorado,316.1,6,145.2,594
Aston Martin DBS,Stealth Grey,Oil,Automatic,373666.21,2024-05-18,2024-05-21,China,318.5,6,148.4,501
Lexus LC 500,Red Multi-Coat,Diesel,Automatic,96334.01,2024-05-01,2024-07-12,Italy,297.2,6,146.5,432
